Product Name,Purchase Order Date,Purchase Order Number,Purchase Quantity
Presidential - Gorilla Goo THC Design Blunt 1.5g,2025-02-05 15:25:07,PO-0001290,80
Flavorade - Sample - Space Runtz Vape 1g,2025-03-31 16:00:25,PO-0001488,1
Lime - Indica Preroll 1g,2025-01-09 13:06:30,PO-0001206,800
Lime - Indica Preroll 1g,2025-03-03 9:46:34,PO-0001386,800
Side Hustle - Blue Dream Vape 1g,2025-03-25 9:10:44,PO-0001465,80
Presidential - Crescendo THC Design Blunt 1.5g,2025-03-19 12:45:59,PO-0001445,200
Presidential - Crescendo THC Design Blunt 1.5g,2025-01-29 9:59:00,PO-0001266,150
Presidential - Crescendo THC Design Blunt 1.5g,2025-02-26 15:57:18,PO-0001378,50
Presidential - Crescendo THC Design Blunt 1.5g,2025-03-31 14:14:54,PO-0001484,200
Presidential - Crescendo THC Design Blunt 1.5g,2025-04-16 9:22:31,PO-0001547,60
Side Hustle - Blue Dream Vape 1g,2025-02-10 16:48:59,PO-0001324,360
Side Hustle - Blue Dream Vape 1g,2025-01-20 15:12:11,PO-0001241,10
Side Hustle - Blue Dream Vape 1g,2025-03-31 15:17:06,PO-0001486,120
Side Hustle - Blue Dream Vape 1g,2025-01-27 12:12:29,PO-0001255,340
Lime - Indica Preroll 1g,2025-01-20 14:22:21,PO-0001236,1350
Papa & Barkley - Releaf Tincture THCa Rich 1:1a 15ml 450mg,2025-01-21 11:38:32,PO-0001243,36
Papa & Barkley - Releaf Tincture THCa Rich 1:1a 15ml 450mg,2025-01-10 13:56:58,PO-0001210,24
Papa & Barkley - Releaf Tincture THCa Rich 1:1a 15ml 450mg,2025-03-19 14:39:54,PO-0001447,12
Papa & Barkley - Releaf Tincture THCa Rich 1:1a 15ml 450mg,2025-04-10 15:47:56,PO-0001533,12
Papa & Barkley - Releaf Tincture THCa Rich 1:1a 15ml 450mg,2025-01-30 14:30:40,PO-0001274,24
Papa & Barkley - Releaf Tincture THCa Rich 1:1a 15ml 450mg,2025-03-05 14:15:59,PO-0001398,12
Papa & Barkley - Releaf Tincture THCa Rich 1:1a 15ml 450mg,2025-02-07 7:44:16,PO-0001294,24
Stiiizy - Black - White Zerbert 3.5g,2025-02-25 14:31:57,PO-0001373,600
Stiiizy - Pro Rose Battery,2025-04-25 11:56:20,PO-0001581,100
Kurvana - Northern Lights ASCND 1g,2025-01-16 12:52:26,PO-0001225,180
Kurvana - Northern Lights ASCND 1g,2025-02-04 13:20:37,PO-0001286,290
West Coast Cure - Peach Z Premium Bag 3.5g,2025-04-07 14:37:28,PO-0001523,384
Lime - Indica Preroll 1g,2025-04-25 12:20:27,PO-0001582,150
West Coast Cure - Skywalker Vape 1g,2025-04-18 9:09:08,PO-0001557,400
West Coast Cure - Skywalker Vape 1g,2025-02-12 10:20:00,PO-0001326,700
West Coast Cure - Trainwreck Live Resin Diamonds 1g,2025-01-28 9:16:58,PO-0001262,100
West Coast Cure - Trainwreck Live Resin Diamonds 1g,2025-04-07 14:14:52,PO-0001522,200
Lime - Indica Preroll 1g,2025-04-10 15:44:32,PO-0001534,250
Lime - Indica Preroll 1g,2025-03-18 12:16:37,PO-0001436,250
Cizi - King Louie Preroll 1g,2025-02-03 11:56:18,PO-0001281,1200
Cizi - King Louie Preroll 1g,2025-01-08 15:08:54,PO-0001202,50
Cizi - King Louie Preroll 1g,2025-03-26 9:14:58,PO-0001470,250
Cizi - King Louie Preroll 1g,2025-01-20 10:02:32,PO-0001234,650
Cizi - King Louie Preroll 1g,2025-04-08 15:02:57,PO-0001528,500
Cizi - King Louie Preroll 1g,2025-03-27 13:29:36,PO-0001477,900
Cizi - King Louie Preroll 1g,2025-02-13 9:43:10,PO-0001330,1050
Cizi - Godfather OG Preroll 1g,2025-01-20 10:02:32,PO-0001234,600
Cizi - Godfather OG Preroll 1g,2025-03-21 10:17:52,PO-0001452,500
Fog City Farms - Sample - Santa Cruz Dream 3.5g,2025-03-06 10:25:48,PO-0001400,20
Happy Fruit - Berry Cool Rosin Gummies 100mg,2025-03-20 13:10:17,PO-0001449,336
Happy Fruit - Berry Cool Rosin Gummies 100mg,2025-03-11 9:05:53,PO-0001413,768
Cizi - Godfather OG Preroll 1g,2025-01-08 15:08:54,PO-0001202,250
Happy Fruit - Berry Cool Rosin Gummies 100mg,2025-01-27 14:13:27,PO-0001257,360
Cizi - Godfather OG Preroll 1g,2025-02-03 11:56:18,PO-0001281,700
Wyld - Raspberry Sativa Gummies 100mg,2025-02-28 10:16:30,PO-0001384,480
Cizi - Godfather OG Preroll 1g,2025-03-27 13:29:36,PO-0001477,900
Cizi - Godfather OG Preroll 1g,2025-02-13 9:43:10,PO-0001330,1200
Pretty Dope - Blueberry Baddie Live Resin Vape 1g,2025-03-25 9:10:44,PO-0001465,40
Plug Play - Blue Steel Battery,2025-03-13 11:22:30,PO-0001424,20
Plug Play - Blue Steel Battery,2025-02-27 14:04:55,PO-0001381,20
Plug Play - Blue Steel Battery,2025-04-24 13:11:28,PO-0001572,50
Plug Play - Blue Steel Battery,2025-04-03 14:41:16,PO-0001507,50
Plug Play - Blue Steel Battery,2025-01-30 12:05:42,PO-0001272,30
Daily Dose - High T Syringe 1g,2025-03-03 15:05:57,PO-0001388,60
Daily Dose - High T Syringe 1g,2025-02-10 16:48:59,PO-0001324,30
Daily Dose - High T Syringe 1g,2025-01-20 15:12:11,PO-0001241,100
Daily Dose - High T Syringe 1g,2025-03-10 16:03:57,PO-0001411,40
Daily Dose - High T Syringe 1g,2025-03-31 15:17:06,PO-0001486,30
Daily Dose - High T Syringe 1g,2025-02-17 12:17:17,PO-0001343,70
Pretty Dope - Blueberry Baddie Live Resin Vape 1g,2025-04-14 11:46:55,PO-0001544,40
Pretty Dope - Blueberry Baddie Live Resin Vape 1g,2025-02-10 16:48:59,PO-0001324,110
Flavorade - Sample - Strawberry Sherbet Vape 1g,2025-03-31 16:00:25,PO-0001488,6
Pretty Dope - Blueberry Baddie Live Resin Vape 1g,2025-03-03 15:05:57,PO-0001388,110
Pretty Dope - Blueberry Baddie Live Resin Vape 1g,2025-01-27 12:12:29,PO-0001255,30
Pretty Dope - Blueberry Baddie Live Resin Vape 1g,2025-04-21 13:52:28,PO-0001561,40
Pretty Dope - Blueberry Baddie Live Resin Vape 1g,2025-01-20 15:12:11,PO-0001241,50
Pretty Dope - Blueberry Baddie Live Resin Vape 1g,2025-02-24 14:52:47,PO-0001368,60
Fog City Farms - Sample - Hashburger 3.5g,2025-01-28 8:10:17,PO-0001261,20
Fog City Farms - Sample - Hashburger 3.5g,2025-01-23 8:22:31,PO-0001250,20
Fog City Farms - Sample - Hashburger 3.5g,2025-02-14 10:28:24,PO-0001338,20
Fog City Farms - Sample - Hashburger 3.5g,2025-01-16 16:05:22,PO-0001229,20
Fog City Farms - Sample - Hashburger 3.5g,2025-03-06 10:25:48,PO-0001400,20
Fog City Farms - Sample - Hashburger 3.5g,2025-03-25 8:58:46,PO-0001464,20
CES - Pearl OG Budder 1g,2025-01-14 15:43:04,PO-0001216,60
West Coast Cure - Tangie Mini Preroll 6pk 2.1g,2025-03-26 18:08:08,PO-0001474,230
West Coast Cure - Tangie Mini Preroll 6pk 2.1g,2025-03-11 10:23:17,PO-0001415,340
West Coast Cure - Tangie Mini Preroll 6pk 2.1g,2025-01-22 16:54:58,PO-0001249,80
West Coast Cure - Tangie Mini Preroll 6pk 2.1g,2025-02-26 13:22:49,PO-0001377,130
West Coast Cure - Tangie Mini Preroll 6pk 2.1g,2025-01-28 9:16:58,PO-0001262,100
West Coast Cure - Tangie Mini Preroll 6pk 2.1g,2025-01-08 9:19:42,PO-0001201,120
West Coast Cure - Tangie Mini Preroll 6pk 2.1g,2025-01-14 9:36:51,PO-0001214,100
West Coast Cure - Tangie Mini Preroll 6pk 2.1g,2025-02-18 11:30:36,PO-0001352,200
West Coast Cure - Animal Cookies Preroll 1g,2025-03-26 18:08:08,PO-0001474,230
West Coast Cure - Animal Cookies Preroll 1g,2025-03-11 10:23:17,PO-0001415,140
Stiiizy - Black - Cherry Popperz 3.5g,2025-04-01 15:45:38,PO-0001494,500
West Coast Cure - Animal Cookies Preroll 1g,2025-02-12 10:20:00,PO-0001326,290
Presidential - Pink Cookies THC Design Blunt 1.5g,2025-02-26 15:57:18,PO-0001378,400
Presidential - Pink Cookies THC Design Blunt 1.5g,2025-03-19 12:45:59,PO-0001445,140
Presidential - Pink Cookies THC Design Blunt 1.5g,2025-03-07 9:22:46,PO-0001402,270
Presidential - Pink Cookies THC Design Blunt 1.5g,2025-04-16 9:22:31,PO-0001547,160
Presidential - Pink Cookies THC Design Blunt 1.5g,2025-03-31 14:14:54,PO-0001484,340
Presidential - Pink Cookies THC Design Blunt 1.5g,2025-01-29 9:59:00,PO-0001266,330
Lime - Watermelon Runtz Infused Preroll 1.75g,2025-04-10 15:44:32,PO-0001534,300
West Coast Cure - Forbidden Haze Live Resin Badder 1g,2025-04-18 9:09:08,PO-0001557,120
Fog City Farms - Santa Cruz Dream 3.5g,2025-03-06 10:25:48,PO-0001400,208
Dunzo - Blueberry Dreams Vape 1g,2025-04-07 17:26:59,PO-0001524,1740
Dunzo - Blueberry Dreams Vape 1g,2025-01-28 7:49:45,PO-0001260,1039
Stiiizy - Gelato Mintz Live Rosin Jam 1g,2025-03-12 10:08:33,PO-0001420,50
West Coast Cure - Lemon Twist Preroll 1g,2025-02-04 15:52:41,PO-0001288,130
West Coast Cure - Lemon Twist Preroll 1g,2025-02-12 10:20:00,PO-0001326,100
West Coast Cure - Lemon Twist Preroll 1g,2025-01-14 9:36:51,PO-0001214,110
West Coast Cure - Lemon Twist Preroll 1g,2025-02-26 13:22:49,PO-0001377,110
West Coast Cure - Lemon Twist Preroll 1g,2025-03-11 10:23:17,PO-0001415,240
Jeeter - Comeback Infused Preroll 0.5g,2025-03-24 11:28:09,PO-0001460,50
Crave - Mini Coco Crunch Chocolate 10mg,2025-02-04 14:57:12,PO-0001287,150
Crave - Mini Coco Crunch Chocolate 10mg,2025-04-21 13:52:28,PO-0001561,200
Crave - Mini Coco Crunch Chocolate 10mg,2025-02-24 14:52:47,PO-0001368,100
Crave - Mini Coco Crunch Chocolate 10mg,2025-02-17 12:17:17,PO-0001343,450
Crave - Mini Coco Crunch Chocolate 10mg,2025-01-27 12:12:29,PO-0001255,300
Lime - Indica Preroll 1g,2025-02-14 11:24:17,PO-0001339,575
Pretty Dope - Strawberry Mimosa Vape Disposable 1g,2025-02-17 12:17:17,PO-0001343,360
Pretty Dope - Strawberry Mimosa Vape Disposable 1g,2025-04-21 13:52:28,PO-0001561,80
Pretty Dope - Strawberry Mimosa Vape Disposable 1g,2025-03-03 15:05:57,PO-0001388,480
Pretty Dope - Strawberry Mimosa Vape Disposable 1g,2025-02-04 14:57:12,PO-0001287,340
Pretty Dope - Strawberry Mimosa Vape Disposable 1g,2025-03-25 9:10:44,PO-0001465,200
Pretty Dope - Strawberry Mimosa Vape Disposable 1g,2025-03-31 15:17:06,PO-0001486,100
Pretty Dope - Strawberry Mimosa Vape Disposable 1g,2025-01-14 8:37:03,PO-0001213,60
Stiiizy - Grape Octane Live Rosin Badder 1g,2025-03-12 10:08:33,PO-0001420,50
Kurvana - Sample - Mimosa ASCND Disposable 0.5g,2025-04-06 11:22:28,PO-0001517,5
Kurvana - Sample - Mimosa ASCND Disposable 0.5g,2025-04-06 11:01:00,PO-0001516,5
Jeeter - Blue ZKZ Infused Baby Preroll 5pk,2025-03-18 14:46:09,PO-0001441,1500
Jeeter - Blue ZKZ Infused Baby Preroll 5pk,2025-03-25 14:28:17,PO-0001469,500
Presidential - Gorilla Goo THC Design Preroll 1g,2025-02-05 15:25:07,PO-0001290,10
Presidential - Gorilla Goo THC Design Preroll 1g,2025-01-29 9:59:00,PO-0001266,1000
Presidential - Gorilla Goo THC Design Preroll 1g,2025-03-07 9:22:46,PO-0001402,310
Presidential - Gorilla Goo THC Design Preroll 1g,2025-03-19 12:45:59,PO-0001445,680
Presidential - Gorilla Goo THC Design Preroll 1g,2025-01-15 10:22:44,PO-0001218,110
Presidential - Gorilla Goo THC Design Preroll 1g,2025-03-31 14:14:54,PO-0001484,100
Presidential - Gorilla Goo THC Design Preroll 1g,2025-02-26 15:57:18,PO-0001378,600
Kurvana - Space Walker OG ASCND 1g,2025-04-14 10:08:52,PO-0001543,300
Sparkiez - Jack Herer Sativa Preroll 1g,2025-01-09 9:28:51,PO-0001204,500
Side Hustle - Sherbanger Preroll 1g,2025-02-17 12:17:17,PO-0001343,300
Side Hustle - Sherbanger Preroll 1g,2025-03-10 16:03:57,PO-0001411,300
WVY - Jelly Zonut Budder 1g,2025-04-02 11:49:22,PO-0001499,270
Main Collection - Wood Grain Sunglasses,2025-03-21 15:36:16,PO-0001457,1500
Happy Fruit - Berry Cool Rosin Gummies 100mg,2025-01-20 14:50:28,PO-0001237,72
Happy Fruit - Berry Cool Rosin Gummies 100mg,2025-02-10 15:22:46,PO-0001320,360
Stiiizy - Sample - Northern Lights Liquid Diamonds All in One 1g,2025-02-14 9:04:49,PO-0001337,85
Happy Fruit - Berry Cool Rosin Gummies 100mg,2025-02-20 16:55:36,PO-0001363,216
Happy Fruit - Berry Cool Rosin Gummies 100mg,2025-03-25 14:06:34,PO-0001468,480
Stiiizy - King Louis XIII 40's Mini Infused Preroll 5pk,2025-02-14 9:04:49,PO-0001337,150
Happy Fruit - Berry Cool Rosin Gummies 100mg,2025-02-28 9:25:31,PO-0001383,312
Presidential - Pink Cookies THC Design Moonrocks 2g,2025-03-19 12:45:59,PO-0001445,200
High Gorgeous - Pina Co Canna Pina Colada Body Butter 2:2:1 CBD:THC:THCA 100mg,2025-04-21 13:52:28,PO-0001561,16
High Gorgeous - Pina Co Canna Pina Colada Body Butter 2:2:1 CBD:THC:THCA 100mg,2025-03-17 13:29:29,PO-0001434,160
Wyld - Raspberry Sativa Gummies 100mg,2025-01-29 12:14:29,PO-0001269,240
WVY - True OG x GMO Budder 1g,2025-04-21 15:10:09,PO-0001562,500
CES - Orange Pop Rocks Budder 1g,2025-04-02 11:49:22,PO-0001499,200
Dope St. - Slaps 14g,2025-03-03 11:28:00,PO-0001387,279
Kiva - Milk Chocolate 100mg,2025-03-03 16:12:15,PO-0001390,120
Kiva - Milk Chocolate 100mg,2025-03-24 14:20:00,PO-0001461,60
Kiva - Milk Chocolate 100mg,2025-01-17 10:55:35,PO-0001231,180
Kiva - Milk Chocolate 100mg,2025-02-24 13:53:57,PO-0001366,20
Kiva - Milk Chocolate 100mg,2025-02-13 13:24:04,PO-0001334,60
Jeeter - Bubba G Infused XL Preroll  2g,2025-02-13 8:35:19,PO-0001329,30
Jeeter - Berry White Infused XL Preroll 2g,2025-01-15 12:35:02,PO-0001223,260
Jeeter - Berry White Infused XL Preroll 2g,2025-02-19 11:20:22,PO-0001355,200
Traditional - Milk Censored 3.5g,2025-02-07 13:25:04,PO-0001316,320
Crave - Mini Coco Crunch Chocolate 10mg,2025-03-10 16:03:57,PO-0001411,8
Crave - Mini Coco Crunch Chocolate 10mg,2025-01-20 15:12:11,PO-0001241,200
Crave - Mini Coco Crunch Chocolate 10mg,2025-03-03 15:05:57,PO-0001388,400
Crave - Mini Coco Crunch Chocolate 10mg,2025-04-14 9:23:53,PO-0001542,700
West Coast Cure - Cookie Mix Mini Preroll 6pk 2.1g,2025-03-26 18:08:08,PO-0001474,300
WVY - Blue Runtz Budder 1g,2025-02-19 12:38:31,PO-0001356,300
Rove - Blue Dream RTU Live Resin Diamonds Vape 1g,2025-03-19 14:01:16,PO-0001446,60
West Coast Cure - Cookie Mix Mini Preroll 6pk 2.1g,2025-02-12 10:20:00,PO-0001326,100
Rove - Blue Dream RTU Live Resin Diamonds Vape 1g,2025-02-25 13:24:52,PO-0001372,150
West Coast Cure - Cookie Mix Mini Preroll 6pk 2.1g,2025-02-26 13:22:49,PO-0001377,110
Plug Play - Exotics Lucky Lychee 1g,2025-01-30 12:10:03,PO-0001273,180
Rove - Blue Dream RTU Live Resin Diamonds Vape 1g,2025-03-29 12:17:24,PO-0001481,70
West Coast Cure - Jealousy Mini Preroll 6pk 2.1g,2025-01-22 16:54:58,PO-0001249,130
Rove - Blue Dream RTU Live Resin Diamonds Vape 1g,2025-01-21 15:42:35,PO-0001244,160
Rove - Blue Dream RTU Live Resin Diamonds Vape 1g,2025-01-07 11:57:39,PO-0001199,20
Crave - Coco Crunch Chocolate 100mg,2025-02-10 16:48:59,PO-0001324,500
Uncle Arnie's - Strawberry Kiwi 100mg,2025-02-24 11:39:27,PO-0001365,120
Uncle Arnie's - Strawberry Kiwi 100mg,2025-03-18 15:19:39,PO-0001443,216
Uncle Arnie's - Strawberry Kiwi 100mg,2025-02-03 10:41:33,PO-0001279,288
Stiiizy - Lemon Drop Live Rosin Badder 1g,2025-02-14 9:04:49,PO-0001337,200
Side Hustle - Permanent Marker Shake 28g,2025-04-14 9:23:53,PO-0001542,192
Side Hustle - Permanent Marker Shake 28g,2025-02-17 13:26:44,PO-0001344,85
Yummi Karma - Mood Magic Tincture 300mg,2025-03-17 13:29:29,PO-0001434,24
Yummi Karma - Mood Magic Tincture 300mg,2025-02-17 12:17:17,PO-0001343,24
Yummi Karma - Mood Magic Tincture 300mg,2025-02-24 14:52:47,PO-0001368,24
Uncle Arnie's - Strawberry Kiwi 100mg,2025-03-03 16:22:11,PO-0001391,48
Yummi Karma - Mood Magic Tincture 300mg,2025-03-25 9:10:44,PO-0001465,24
Yummi Karma - Mood Magic Tincture 300mg,2025-03-31 15:17:06,PO-0001486,24
Vet CBD - Regular Strength Tincture 250:12.5mg 2oz,2025-03-31 12:20:14,PO-0001482,20
Vet CBD - Regular Strength Tincture 250:12.5mg 2oz,2025-01-06 9:44:29,PO-0001189,10
Yummi Karma - Mood Magic Tincture 300mg,2025-02-03 15:26:22,PO-0001283,72
West Coast Cure - Tropical Lemonade Live Resin Vape 1g,2025-02-26 13:22:49,PO-0001377,120
Bear Labs - Lima Limon Diamonds 1g,2025-04-21 15:10:09,PO-0001562,200
Uncle Arnie's - Strawberry Kiwi 100mg,2025-01-17 10:35:21,PO-0001230,72
Wyld - Elderberry 2:1 THC:CBN Gummies 100mg,2025-03-28 10:15:19,PO-0001478,240
Wyld - Elderberry 2:1 THC:CBN Gummies 100mg,2025-02-28 10:16:30,PO-0001384,440
Uncle Arnie's - Strawberry Kiwi 100mg,2025-04-02 11:31:22,PO-0001497,120
Wyld - Elderberry 2:1 THC:CBN Gummies 100mg,2025-04-05 13:52:13,PO-0001511,200
Wyld - Elderberry 2:1 THC:CBN Gummies 100mg,2025-01-17 13:24:23,PO-0001233,640
Wyld - Elderberry 2:1 THC:CBN Gummies 100mg,2025-03-20 14:21:59,PO-0001450,160
Wyld - Elderberry 2:1 THC:CBN Gummies 100mg,2025-01-29 12:14:29,PO-0001269,400
Wyld - Elderberry 2:1 THC:CBN Gummies 100mg,2025-01-13 9:36:35,PO-0001211,100
Uncle Arnie's - Strawberry Kiwi 100mg,2025-03-24 10:53:37,PO-0001459,120
Uncle Arnie's - Strawberry Kiwi 100mg,2025-03-13 11:07:43,PO-0001427,96
Turn - Blue Dream Turn Up Disposable 1g,2025-01-20 14:55:15,PO-0001238,210
West Coast Cure - Sample - Watermelon Zlushie Jefferey Infused 5pk 3.25g,2025-04-08 7:52:56,PO-0001525,13
West Coast Cure - Cookie Mix Mini Preroll 6pk 2.1g,2025-01-14 9:36:51,PO-0001214,90
Turn - Blue Dream Turn Up Disposable 1g,2025-02-10 15:37:13,PO-0001321,150
Lime - King Louis XIII Infused Preroll 1.75g,2025-03-03 9:46:34,PO-0001386,225
Dr. Norm's - Fiery Hot Crunch Bar 100mg,2025-01-21 10:43:34,PO-0001242,12
Lime - King Louis XIII Infused Preroll 1.75g,2025-02-14 11:24:17,PO-0001339,450
Dr. Norm's - Fiery Hot Crunch Bar 100mg,2025-02-26 11:59:02,PO-0001375,24
Dr. Norm's - Fiery Hot Crunch Bar 100mg,2025-02-05 10:27:13,PO-0001289,48
Dr. Norm's - Fiery Hot Crunch Bar 100mg,2025-03-27 12:46:35,PO-0001476,96
Stiiizy - Pro Silver Battery,2025-04-25 11:56:20,PO-0001581,100
Uncle Arnie's - Strawberry Kiwi 100mg,2025-02-13 13:24:53,PO-0001335,72
Lime - Sample - Maui Wowie Infused Preroll 1.75g,2025-03-03 9:46:34,PO-0001386,10
Stiiizy - Blueberry Shortcake Live Rosin Badder 1g,2025-03-12 10:08:33,PO-0001420,50
Stiiizy - Neon Blue Battery,2025-01-31 12:07:07,PO-0001277,60
WVY - OG Kush x E85 Budder 1g,2025-02-19 12:38:31,PO-0001356,400
Dunzo - Blueberry Dreams Disposable 1g,2025-03-31 14:45:46,PO-0001485,1129
Dunzo - Blueberry Dreams Disposable 1g,2025-01-28 7:49:45,PO-0001260,1074
Dr. Norm's - NANO Very Berry Crunch Crispy Rice Bar 100mg,2025-03-27 12:46:35,PO-0001476,24
Rove - Skywalker OG RTU Live Resin Diamonds Vape 1g,2025-03-29 12:17:24,PO-0001481,140
Dr. Norm's - NANO Very Berry Crunch Crispy Rice Bar 100mg,2025-02-05 10:27:13,PO-0001289,60
Dr. Norm's - NANO Very Berry Crunch Crispy Rice Bar 100mg,2025-01-21 10:43:34,PO-0001242,48
Dr. Norm's - NANO Very Berry Crunch Crispy Rice Bar 100mg,2025-01-07 13:47:06,PO-0001200,24
Stiiizy - Red Battery,2025-02-25 15:17:39,PO-0001374,20
Uncle Arnie's - Strawberry Kiwi 100mg,2025-01-28 11:29:27,PO-0001263,96
Dr. Norm's - NANO Very Berry Crunch Crispy Rice Bar 100mg,2025-02-26 11:59:02,PO-0001375,36
Dr. Norm's - NANO Very Berry Crunch Crispy Rice Bar 100mg,2025-03-17 11:15:43,PO-0001431,108
Dr. Norm's - NANO Very Berry Crunch Crispy Rice Bar 100mg,2025-04-17 12:54:57,PO-0001555,24
Dr. Norm's - NANO Very Berry Crunch Crispy Rice Bar 100mg,2025-03-06 10:21:22,PO-0001399,96
WVY - Lemon Cherry Gelato 1g,2025-04-02 11:49:22,PO-0001499,700
Martians - Black Cherry Gelato 3.5g,2025-03-04 14:49:45,PO-0001395,608
Martians - Black Cherry Gelato 3.5g,2025-04-02 12:45:25,PO-0001501,288
Stiiizy - King Louis XIII 40's Infused Preroll 1g,2025-01-22 10:20:28,PO-0001245,350
Jeeter - Kiwi Kush Infused Preroll 5pk 2.5g,2025-01-15 12:35:02,PO-0001223,700
Stiiizy - King Louis XIII 40's Infused Preroll 1g,2025-01-16 12:02:55,PO-0001226,140
Stiiizy - King Louis XIII 40's Infused Preroll 1g,2025-04-16 12:41:28,PO-0001550,200
Stiiizy - King Louis XIII 40's Infused Preroll 1g,2025-04-16 12:41:28,PO-0001550,200
Stiiizy - King Louis XIII 40's Infused Preroll 1g,2025-04-25 10:12:10,PO-0001580,250
Rove - Skywalker OG RTU Live Resin Diamonds Vape 1g,2025-02-25 13:24:52,PO-0001372,20
OG Chillium,2025-04-06 14:53:28,PO-0001520,2000
Rove - Skywalker OG RTU Live Resin Diamonds Vape 1g,2025-01-07 11:57:39,PO-0001199,20
Lost Farm - Black Raspberry (Northern Lights) Live Resin Gummies 100mg,2025-04-22 15:42:11,PO-0001566,288
Vuze - Gush Mintz Live Resin Vape 1g,2025-01-06 16:08:43,PO-0001195,50
Rove - Skywalker OG RTU Live Resin Diamonds Vape 1g,2025-01-21 15:42:35,PO-0001244,30
Turn - White Gummy Bear Turn Down Disposable 1g,2025-02-24 16:23:17,PO-0001370,110
Turn - White Gummy Bear Turn Down Disposable 1g,2025-02-10 15:37:13,PO-0001321,700
Kiva - Dark Chocolate 100mg,2025-03-18 15:10:43,PO-0001442,60
Kiva - Dark Chocolate 100mg,2025-03-03 16:12:15,PO-0001390,80
Dr. Norm's - NANO Cookies N Cream Cookies 10pk 100mg,2025-02-05 10:27:13,PO-0001289,228
Dr. Norm's - NANO Cookies N Cream Cookies 10pk 100mg,2025-03-17 11:15:43,PO-0001431,168
West Coast Cure - Cookie Mix Mini Preroll 6pk 2.1g,2025-03-11 10:23:17,PO-0001415,240
Dr. Norm's - NANO Cookies N Cream Cookies 10pk 100mg,2025-03-06 10:21:22,PO-0001399,132
Dr. Norm's - NANO Cookies N Cream Cookies 10pk 100mg,2025-01-21 10:43:34,PO-0001242,180
Dr. Norm's - NANO Cookies N Cream Cookies 10pk 100mg,2025-02-26 11:59:02,PO-0001375,36
West Coast Cure - Cookie Mix Mini Preroll 6pk 2.1g,2025-01-08 9:19:42,PO-0001201,80
Dr. Norm's - NANO Cookies N Cream Cookies 10pk 100mg,2025-02-17 11:56:57,PO-0001341,24
Dr. Norm's - NANO Cookies N Cream Cookies 10pk 100mg,2025-03-27 12:46:35,PO-0001476,96
Kiva - Dark Chocolate 100mg,2025-02-06 14:33:02,PO-0001292,200
Kiva - Dark Chocolate 100mg,2025-02-13 13:24:04,PO-0001334,40
West Coast Cure - Cookie Mix Mini Preroll 6pk 2.1g,2025-01-28 9:16:58,PO-0001262,320
Kiva - Dark Chocolate 100mg,2025-02-24 13:53:57,PO-0001366,60
Kiva - Dark Chocolate 100mg,2025-03-24 14:20:00,PO-0001461,80
Kiva - Dark Chocolate 100mg,2025-04-01 11:21:50,PO-0001492,80
Rove - Skywalker OG RTU Live Resin Diamonds Vape 1g,2025-02-11 12:17:32,PO-0001325,20
Kiva - Dark Chocolate 100mg,2025-01-17 10:55:35,PO-0001231,20
Vuze - Papaya Bomb Live Resin Vape 1g,2025-01-29 10:52:08,PO-0001267,50
Kiva - Dark Chocolate 100mg,2025-03-13 11:28:06,PO-0001426,40
Kiva - Dark Chocolate 100mg,2025-04-22 15:42:11,PO-0001566,40
Kurvana - Wedding Cake ASCND 1g,2025-01-16 12:52:26,PO-0001225,110
Kurvana - Wedding Cake ASCND 1g,2025-03-07 11:51:33,PO-0001403,200
Stiiizy - Blue Dream 40's Mini Infused Preroll 5pk,2025-02-25 14:31:57,PO-0001373,600
Stiiizy - Blue Dream 40's Mini Infused Preroll 5pk,2025-01-22 10:20:28,PO-0001245,340
Stiiizy - Blue Dream 40's Mini Infused Preroll 5pk,2025-04-01 15:45:38,PO-0001494,500
Stiiizy - Blue Dream 40's Mini Infused Preroll 5pk,2025-03-12 10:08:33,PO-0001420,600
Rove - Skywalker OG RTU Live Resin Diamonds Vape 1g,2025-03-19 14:01:16,PO-0001446,150
Stiiizy - Blue Dream 40's Mini Infused Preroll 5pk,2025-03-21 13:40:13,PO-0001455,700
Stiiizy - Blue Dream 40's Mini Infused Preroll 5pk,2025-01-16 12:02:55,PO-0001226,90
Stiiizy - Blue Dream 40's Mini Infused Preroll 5pk,2025-04-16 12:41:28,PO-0001550,200
Coastal Cowboys - Peach Flambe 28g,2025-01-06 11:44:06,PO-0001192,576
Stiiizy - Pro Cheetah Battery,2025-04-25 11:56:20,PO-0001581,120
Rove - Strawberry Cough RTU Live Resin Diamonds Vape 1g,2025-04-16 14:40:37,PO-0001553,50
Papa & Barkley - Berry Pomegranate 1:1:1 CBN Sleep Gummies 100mg,2025-03-05 14:15:59,PO-0001398,456
Papa & Barkley - Berry Pomegranate 1:1:1 CBN Sleep Gummies 100mg,2025-02-17 15:09:05,PO-0001345,228
Rove - Strawberry Cough RTU Live Resin Diamonds Vape 1g,2025-01-07 11:57:39,PO-0001199,150
Rove - Strawberry Cough RTU Live Resin Diamonds Vape 1g,2025-03-29 12:17:24,PO-0001481,80
Rove - Strawberry Cough RTU Live Resin Diamonds Vape 1g,2025-03-19 14:01:16,PO-0001446,30
Rove - Strawberry Cough RTU Live Resin Diamonds Vape 1g,2025-02-25 13:24:52,PO-0001372,30
